agency_name,sworn_active_persnl,agency_type,state,county,city,zip,fips,addr1,addr2
La Joya Police Department,-9.0,Local police department,TX,Hidalgo,La Joya,78560,48215,,
Inverness Police Department,-9.0,Local police department,MS,Sunflower,Inverness,38753,28133,,
Sodus Point Village Police Department,-9.0,Local police department,NY,Wayne,Sodus Point,14555,36117,,
Bamberg County Sheriff's Office,-9.0,Sheriff's office,SC,Bamberg,Bamberg,29003,45009,,
Disney Police Department,-9.0,Local police department,OK,Mayes,Disney,74340,40097,,
Tower Lakes Police Dept,-9.0,Local police department,IL,Lake,Tower Lakes,60010,17097,,
Moravia Village Police Department,-9.0,Local police department,NY,Cayuga,Moravia,13118,36011,,
Hearne Police Department,-9.0,Local police department,TX,Robertson,Hearne,77859,48395,,
Clay County Sheriff's Office,-9.0,Sheriff's office,FL,Clay,Green Cove Springs,32043,12019,,
Somers Town Police Department,-9.0,Local police department,NY,Westchester,Somers,10589,36119,,
Manor Township Police Department,-9.0,Local police department,PA,Armstrong,McGrann,16236,42005,,
Monroe Police Department,-9.0,Local police department,MI,Monroe,Monroe,48161,26115,,
Sargent Police Dept,-9.0,Local police department,NE,Custer,Sargent,68874,31041,,
Port Washington Police Department,-9.0,Local police department,OH,Tuscarawas,Port Washington,43837,39157,,
Brownfield Police Department,-9.0,Local police department,TX,Terry,Brownfield,79316,48445,,
Runnemede Police,-9.0,Local police department,NJ,Camden,Runnemede,8078,34007,,
Groton Police Department,-9.0,Local police department,NH,Grafton,Groton,3241,33009,,
Hawley Borough Police Department,-9.0,Local police department,PA,Wayne,Hawley,18428,42127,,
Pennville Police,-9.0,Local police department,IN,Jay,Pennville,47369,18075,,
Tuscarawas Police Department,-9.0,Local police department,OH,Tuscarawas,Tuscarawas,44682,39157,,
Union County Sheriff's Office,-9.0,Sheriff's office,OR,Union,La Grande,97850,41061,,
Edmore Police Department,-9.0,Local police department,MI,Montcalm,Edmore,48829,26117,,
Glencoe Police Department,-9.0,Local police department,MN,McLeod,Glencoe,55336,27085,,
Millbrook Village Police Department,-9.0,Local police department,NY,Dutchess,Millbrook,12545,36027,,
Pringle Police Department,-9.0,Local police department,PA,Luzerne,Pringle,18704,42079,,
Smithers Police Department,-9.0,Local police department,WV,Fayette,Smithers,25186,54019,,
Norwood Borough Police Department,-9.0,Local police department,PA,Delaware,Norwood,19074,42045,,
Florien Police Department,-9.0,Local police department,LA,Sabine,Florien,71429,22085,,
Pine Lawn Police Department,-9.0,Local police department,MO,St. Louis,Pine Lawn,63121,29189,,
Portland Borough Police Department,-9.0,Local police department,PA,Northampton,Portland,18351,42095,,
Saint Francis Police Department,-9.0,Local police department,WI,Milwaukee,St. Francis,53235,55079,,
Natalia Police Department,-9.0,Local police department,TX,Medina,Natalia,78059,48325,,
Presque Isle Police Department,-9.0,Local police department,ME,Aroostook,Presque Isle,4769,23003,,
Butler Police,-9.0,Local police department,NJ,Morris,Butler,7405,34027,,
Russellville Police Department,-9.0,Local police department,OH,Brown,Russellville,45168,39015,,
Cape Vincent Village Police Department,-9.0,Local police department,NY,Jefferson,Cape Vincent,13618,36045,,
Waelder Police Department,-9.0,Local police department,TX,Gonzales,Waelder,78959,48177,,
Westmoreland County Sheriff's Office,-9.0,Sheriff's office,PA,Westmoreland,Greensburg,15601,42129,,
Gifford Police Department,-9.0,Local police department,SC,Hampton,Gifford,29923,45049,,
Reeseville Police Department,-9.0,Local police department,WI,Dodge,Reeseville,53579,55027,,
Bolton Town Police Department,-9.0,Local police department,NY,Warren,Bolton Landing,12814,36113,,
Cannon Beach Police Department,-9.0,Local police department,OR,Clatsop,Cannon Beach,97110,41007,,
Millttown Police Department,-9.0,Local police department,IN,Crawford,Milltown,47147,18025,,
Russell Police Department,-9.0,Local police department,MA,Hampden,Russell,1071,25013,,
Akeley Police Department,-9.0,Local police department,MN,Hubbard,Akeley,56433,27057,,
Westfield Police Department,-9.0,Local police department,WI,Marquette,Westfield,53964,55077,,
Versailles Police,-9.0,Local police department,IN,Ripley,Versailles,47042,18137,,
Cheshire Police Department,-9.0,Local police department,MA,Berkshire,Cheshire,1225,25003,,
Raleigh Police Department,-9.0,Local police department,MS,Smith,Raleigh,39153,28129,,
Auxvasse Police Department,-9.0,Local police department,MO,Callaway,Auxvasse,65231,29027,,
Braceville Police Department,-9.0,Local police department,OH,Trumbull,Newton Falls,44444,39155,,
Cisco Police Department,-9.0,Local police department,TX,Eastland,Cisco,76437,48133,,
Campbell County Sheriff's Office,-9.0,Sheriff's office,KY,Campbell,Newport,41071,21037,,
Berkeley Heights Police,-9.0,Local police department,NJ,Union,Berkeley Heights,7922,34039,,
Mount Hope Town Police Department,-9.0,Local police department,NY,Orange,Otisville,10963,36071,,
Chouteau Police Department,-9.0,Local police department,OK,Mayes,Chouteau,74337,40097,,
South Heights Borough Police Department,-9.0,Local police department,PA,Beaver,South Heights,15081,42007,,
Newburg Police Department,-9.0,Local police department,WI,Washington,Newburg,53060,55131,,
Victoria College Police Dept.,-9.0,Special jurisdiction,TX,Victoria,Victoria,77901,48469,,
South Carolina House of Representatives Sergeant-at-Arms Office,-9.0,Special jurisdiction,SC,Richland,Columbia,29211,45079,,
Wicomico County Sheriff's Office,-9.0,Sheriff's office,MD,Wicomico,Salisbury,21801,24045,,
Chicago Dept of Aviation Police,-9.0,Special jurisdiction,IL,Cook,Chicago,60666,17031,,
Jim Wells County Constable Pct. 1,-9.0,Constable/marshal,TX,Jim Wells,Alice,78332,48249,,
Luxora Police Department,-9.0,Local police department,AR,Mississippi,Luxora,72358,5093,,
Waller County Constable Pct. 2,-9.0,Constable/marshal,TX,Waller,Waller,77484,48473,,
Howey-In-The-Hills Police Department,-9.0,Local police department,FL,Lake,Howey-In-The-Hills,34737,12069,,
Oakland Community College Dept of Public Safety,-9.0,Special jurisdiction,MI,Oakland,Pontiac,48342,26125,,
Demarest Police,-9.0,Local police department,NJ,Bergen,Demarest,7627,34003,,
Panola College Campus Police,-9.0,Special jurisdiction,TX,Panola,Carthage,75633,48365,,
St. John The Baptist Parish Sheriff's Office,-9.0,Sheriff's office,LA,St. John the Baptist,La Place,70068,22095,,
Wakulla County Sheriff's Office,-9.0,Sheriff's office,FL,Wakulla,Crawfordville,32327,12129,,
Austin County Constable Pct. 3,-9.0,Constable/marshal,TX,Austin,Sealy,77474,48015,,
CUNY City College Police,-9.0,Special jurisdiction,NY,New York,New York,10031,36061,,
Washburn Police Department,-9.0,Local police department,MO,Barry,Washburn,65772,29009,,
Fairmount Police Dept,-9.0,Local police department,IL,Vermilion,Fairmount,61841,17183,,
Reynolds Police Department,-9.0,Local police department,GA,Taylor,Reynolds,31076,13269,,
San Jacinto County Constable Pct. 1,-9.0,Constable/marshal,TX,San Jacinto,Coldspring,77331,48407,,
Fulton County Schools Police Department,-9.0,Special jurisdiction,GA,Fulton,Atlanta,30315,13121,,
Evergreen State College Police Department,-9.0,Special jurisdiction,WA,Thurston,Olympia,98505,53067,,
Tanana Police Department,-9.0,Local police department,AK,Yukon Koyukuk,Tanana,99777,2290,,
Fort Bend I.S.D. Police Dept.,-9.0,Special jurisdiction,TX,Fort Bend,Stafford,77477,48157,,
Brown County Constable Pct. 4,-9.0,Constable/marshal,TX,Brown,Brownwood,76801,48049,,
Rio Grande City C.I.S.D. Police Dept.,-9.0,Special jurisdiction,TX,Starr,Rio Grande City,78582,48427,,
Upshur County Constable Pct. 3,-9.0,Constable/marshal,TX,Upshur,Gilmer,75644,48459,,
Fairchance Borough Police Department,-9.0,Local police department,PA,Fayette,Fairchance,15436,42051,,
San Benito I.S.D. Police Dept.,-9.0,Special jurisdiction,TX,Cameron,San Benito,78586,48061,,
Pinellas Park Police Department,-9.0,Local police department,FL,Pinellas,Pinellas Park,33781,12103,,
Karnes County Constable Pct. 3,-9.0,Constable/marshal,TX,Karnes,Karnes City,78118,48255,,
Woodville Police Department,-9.0,Local police department,AL,Jackson,Woodville,35776,1071,,
Nevada Department of Agriculture,-9.0,Special jurisdiction,NV,Elko,Elko,89801,32007,,
Vintondale Borough Police Department,-9.0,Local police department,PA,Cambria,Vintondale,15961,42021,,
Washington Township Police Department,-9.0,Local police department,OH,Logan,Lewistown,43333,39091,,
Albers Police Dept,-9.0,Local police department,IL,Clinton,Albers,62215,17027,,
Scotland County Sheriff's Office,-9.0,Sheriff's office,NC,Scotland,Laurinburg,28353,37165,,
Apalachicola Police Department,-9.0,Local police department,FL,Franklin,Apalachicola,32320,12037,,
Zion Park District Police Dept,-9.0,Special jurisdiction,IL,Lake,Zion,60099,17097,,
Alma Police Department,-9.0,Local police department,CO,Park,Alma,80420,8093,,
Blanco County Constable Pct. 1,-9.0,Constable/marshal,TX,Blanco,Johnson City,78636,48031,,
Climax Police Dept.,-9.0,Local police department,GA,Decatur,Climax,39834,13087,,
Glenwood City Police Department,-9.0,Local police department,WI,St. Croix,Glenwood City,54013,55109,,
San Francisco Community College District,-9.0,Special jurisdiction,CA,San Francisco,San Francisco,94112,6075,,
Central Oklahoma Area Technical School Police,-9.0,Special jurisdiction,OK,Creek,Drumright,74030,40037,,
Columbus State University Police Dept.,-9.0,Special jurisdiction,GA,Muscogee,Columbus,31907,13215,,
Melrose Park Police Dept,-9.0,Local police department,IL,Cook,Melrose Park,60160,17031,,
Piedmont Police Department,-9.0,Local police department,AL,Calhoun,Piedmont,36272,1015,,
Valley International Airport Police Dept.,-9.0,Special jurisdiction,TX,Cameron,Harlingen,78550,48061,,
Vidalia Police Department,-9.0,Local police department,GA,Toombs,Vidalia,30474,13279,,
Polk County Constable Pct. 3,-9.0,Constable/marshal,TX,Polk,Moscow,75960,48373,,
Shelby County Constable Pct. 2,-9.0,Constable/marshal,TX,Shelby,Shelbyville,75973,48419,,
Columbia Housing Authority Police,-9.0,Special jurisdiction,SC,Richland,Columbia,29204,45079,,
Pecos County Constable Pct. 4,-9.0,Constable/marshal,TX,Pecos,Imperial,79743,48371,,
Addison Police Department,-9.0,Local police department,AL,Winston,Addison,35540,1133,,
Glynn County Police Department,-9.0,Local police department,GA,Glynn,Brunswick,31525,13127,,
Osage Police Department,-9.0,Local police department,IA,Mitchell,Osage,50461,19131,,
Elkmont Police Department,-9.0,Local police department,AL,Limestone,Elkmont,35620,1083,,
Fayette County Constable Pct. 4,-9.0,Constable/marshal,TX,Fayette,Schulenburg,78956,48149,,
Rio Salado Community College,-9.0,Special jurisdiction,AZ,Maricopa,Tempe,85281,4013,,
Tennessee Department of Safety,-9.0,Primary state law enforcement agency,TN,Davidson,Nashville,37243,47037,,
Williamson County Constable Pct. 3,-9.0,Constable/marshal,TX,Williamson,Georgetown,78626,48491,,
Belgium Police Dept,-9.0,Local police department,IL,Vermilion,Westville,61883,17183,,
Lavallette Police,-9.0,Local police department,NJ,Ocean,Lavallette,8735,34029,,
O'Fallon Police Department,-9.0,Local police department,MO,St. Charles,O'Fallon,63366,29183,,
Blue Valley USD #229 Police Department,-9.0,Special jurisdiction,KS,Johnson,Overland Park,66283,20091,,
Fowler Police,-9.0,Local police department,CO,Otero,Fowler,81039,8089,,
Central Washington University Police Department,-9.0,Special jurisdiction,WA,Kittitas,Ellensburg,98926,53037,,
Pleasant Plains Police Dept,-9.0,Local police department,IL,Sangamon,Pleasant Plains,62677,17167,,
White Mountain Apache Tribal Wildlife Enforcement,-9.0,Special jurisdiction,AZ,Navajo,Whiteriver,85941,4017,,
Pleasant Hill Police Department,-9.0,Local police department,IA,Polk,Pleasant Hill,50327,19153,,
Morton Grove Park District Police Dept,-9.0,Special jurisdiction,IL,Cook,Morton Grove,60053,17031,,
Deptford Police,-9.0,Local police department,NJ,Gloucester,Deptford,8096,34015,,
Barker Village Police Department,-9.0,Local police department,NY,Niagara,Barker,14012,36063,,
Robins Police Department,-9.0,Local police department,IA,Linn,Robins,52328,19113,,
Salisbury Police Department,-9.0,Local police department,NH,Merrimack,Salisbury,3268,33013,,
Aliceville Police Department,-9.0,Local police department,AL,Pickens,Aliceville,35442,1107,,
Wheatley Police Department,-9.0,Local police department,AR,St. Francis,Wheatley,72392,5123,,
Southwest I.S.D. Police Dept.,-9.0,Special jurisdiction,TX,Bexar,San Antonio,78252,48029,,
Brookfield Zoo Police Dept,-9.0,Special jurisdiction,IL,Cook,Brookfield,60513,17031,,
Eastland County Constable Pct. 2,-9.0,Constable/marshal,TX,Eastland,Eastland,76448,48133,,
Juniata Valley Regional Police Department,-9.0,Local police department,PA,Huntingdon,Petersburg,16669,42061,,
Pearl River Community College Police,-9.0,Special jurisdiction,MS,Pearl River,Hattiesburg,39401,28109,,
Friendship Police Department,-9.0,Local police department,AR,Hot Spring,Friendship,71942,5059,,
Trinity County Constable Pct. 3,-9.0,Constable/marshal,TX,Trinity,Trinity,75862,48455,,
Union County Detectives,-9.0,Special jurisdiction,PA,Union,Lewisburg,17837,42119,,
Bainbridge Village Police Department,-9.0,Local police department,NY,Chenango,Bainbridge,13733,36017,,
Lousiana Wildlife And Fisheries Dept - Enforcement Division,-9.0,Special jurisdiction,LA,East Baton Rouge,Baton Rouge,70808,22033,,
Britt Police Department,-9.0,Local police department,IA,Hancock,Britt,50423,19081,,
Woodbury Police Department,-9.0,Local police department,GA,Meriwether,Woodbury,30293,13199,,
Montgomery County Constable Pct. 1,-9.0,Constable/marshal,TX,Montgomery,Willis,77378,48339,,
Polk County Sheriff's Office,-9.0,Sheriff's office,IA,Polk,Des Moines,50313,19153,,
Nashotah Police Department,-9.0,Local police department,WI,Waukesha,Nashotah,53058,55133,,
Redding Police Department,-9.0,Local police department,CA,Shasta,Redding,96001,6089,,
Martin Police Department,-9.0,Local police department,TN,Weakley,Martin,38237,47183,,
Mason Police Department,-9.0,Local police department,WV,Mason,Mason,25260,54053,,
Kiowa Police Department,-9.0,Local police department,OK,Pittsburg,Kiowa,74553,40121,,
Richland Hills City Marshal's Office,-9.0,Constable/marshal,TX,Tarrant,Richland Hills,76118,48439,,
Athens I.S.D. Police Dept.,-9.0,Special jurisdiction,TX,Henderson,Athens,75751,48213,,
Northwest State Community College Police,-9.0,Special jurisdiction,OH,Henry,Archbold,43502,39069,,
Aransas County I.S.D. Police Dept.,-9.0,Special jurisdiction,TX,Aransas,Rockport,78381,48007,,
Newton County Constable Pct. 4,-9.0,Constable/marshal,TX,Newton,Buna,77612,48351,,
Readlyn Police Department,-9.0,Local police department,IA,Bremer,Readlyn,50668,19017,,
Malta Police Dept,-9.0,Local police department,IL,DeKalb,Malta,60150,17037,,
Holtville Police Department,-9.0,Local police department,CA,Imperial,Holtville,92250,6025,,
Bradley Police Department,-9.0,Local police department,AR,Lafayette,Bradley,71826,5073,,
Morris Police Department,-9.0,Local police department,AL,Jefferson,Morris,35116,1073,,
Tarrant County Constable Pct. 6,-9.0,Constable/marshal,TX,Tarrant,Fort Worth,76133,48439,,
